original,optimized,label
"Super popular sequel that lives up to the original for its charming art & challenging tower defense strategy; avg 5/5 stars (760+ ratings); was $2.99, now free!
","popular sequel that lives up to the original for its charming art & challenging tower defense strategy; avg 5/5 stars (760+ ratings); was $2.99, now free!",0
"Nice hoverkart! The strap that connects to the hover board broke after only one use which was disappointing, but they’re excellent customer service sent a replacement strap immediately.
","Nice hoverkart! The strap that connects to the hover board broke after only one use which was disappointing, but they’re excellent customer service sent a replacement strap immediately.",0
"There are 40 more rental transactions. You could see them all with unit number if you are a Pro User. Click to learn more.
",There are 40 more rental transactions. You could see them all with unit number if you are a Pro User. Click to learn more.,0
"In the depths of dusty tombs and in hidden places everywhere unique magic items lie, waiting for some lucky adventurers to find them and wield them.
","In the depths of dusty tombs and in hidden places everywhere unique magic items lie, waiting for some lucky adventurers to find them and wield them.",0
"Frothersunite.com has 1,287 daily visitors and has the potential to earn up to 154 USD per month by showing ads. See traffic statistics for more information.
","Frothersunite.com has 1,287 daily visitors and has the potential to earn up to 154 USD per month by showing ads. See traffic statistics for more information.",0
"Silk Screen is an excellent way for sponsors to weave brand awareness and exposure into the excitement surrounding the festival.
",Silk Screen is an excellent way for sponsors to weave brand awareness and exposure into the excitement surrounding the festival.,0
"Need to make a doctor appointment for Prenatal Fetal Consultation this week? Use Zocdoc to find doctors near you who take your insurance. It’s simple, secure and free.
","Need to make a doctor appointment for Prenatal Fetal Consultation this week? Use Zocdoc to find doctors near you who take your insurance. It’s simple, secure and free.",0
"Lauren Daigle is back with fantastic, raw music and her latest single leaves off right where she left us on her platinum selling debut album!
","Lauren Daigle is back with fantastic, raw music and her latest single leaves off right where she left us on her platinum selling debut album!",0
"sound. video. vision. We help you make your ideas possible. Video promos. Music publishing. Song creation. Check out our current artists.
",sound. video. vision. We help you make your ideas possible. Video promos. Music publishing. Song creation. Check out our current artists.,0
"Love pop culture, movies, video games and all kind of stuff to make more creative designs! Enjoy my work and thanks for the support!
","Love pop culture, movies, video games and all kind of stuff to make more creative designs! Enjoy my work and thanks for the support!",0
"Welcome summer with this 8 x 8 rattan hanging basket. With faux leather cords for hanging (to protect from the elements!) these are perfect for indoor or outdoor use.
",Welcome summer with this 8 x 8 rattan hanging basket. With faux leather cords for hanging (to protect from the elements!) these are perfect for indoor or outdoor use.,0
"﻿ Contact Amanda for speaking engagements & volunteering! : You're never too little to make a BIG difference in this world. Nothing's impossible!
",﻿ Contact Amanda for speaking engagements & volunteering! : You're never too little to make a BIG difference in this world. Nothing's impossible!,0
"The Bushmaster Bible depicts survival scenarios for educational purposes only. The actions and situations depicted in this program can be dangerous. Do not attempt to duplicate them without expert supervision.
",The Bushmaster Bible depicts survival scenarios for educational purposes only. The actions and situations depicted in this program can be dangerous. Do not attempt to duplicate them without expert supervision.,0
"The significant tornado threat is in brown. The 10% (yellow) is an elevated risk. The hatching means violent tornadoes are possible later today and this evening.
",The significant tornado threat is in brown. The 10% (yellow) is an elevated risk. The hatching means violent tornadoes are possible later today and this evening.,0
"We'll be visting Richmond, Va., in a couple weeks. Any dining recommendations (breakfast, brunch, lunch, dinner, drinks, snacks, etc.) are appreciated! Thanks.
","We'll be visting Richmond, Va., in a couple weeks. Any dining recommendations (breakfast, brunch, lunch, dinner, drinks, snacks, etc.) are appreciated! Thanks.",0
"Hope you and your users will pardon our dust. We have a bit of tweaking to do so not to mind the hammering and nailing for a few more days.
",Hope you and your users will pardon our dust. We have a bit of tweaking to do so not to mind the hammering and nailing for a few more days.,0
"Every snow lover should have a special stocking, don't you think? Here's a fun little one designed with the snowman collector in mind!
","Every snow lover should have a special stocking, don't you think? Here's a fun little one designed with the snowman collector in mind!",0
"Previous QA for the Scratch team. I looked for bugs and made sure they were squashed by our army of Devs :).
",Previous QA for the Scratch team. I looked for bugs and made sure they were squashed by our army of Devs :).,0
"If you think you have what it takes to be part of the Outsource2india dream, just fill up this form and we'll get back to you.
","If you think you have what it takes to be part of the Outsource2india dream, just fill up this form and we'll get back to you.",0
"We have land with an approved project for the demolition and construction of a two-floors villa for a total of 160 square meters.
",We have land with an approved project for the demolition and construction of a two-floors villa for a total of 160 square meters.,0
"This is a known issue and we are investigating it. We hope this will be resolved soon. Thanks for your patience.
",This is a known issue and we are investigating it. We hope this will be resolved soon. Thanks for your patience.,0
"Designed with beautiful gold and silver shooting star sequin details, this easy to wear navy blue satin party dress is the ultimate winter party dressing.
","Designed with beautiful gold and silver shooting star sequin details, this easy to wear navy blue satin party dress is the ultimate winter party dressing.",0
"Team Disaster's first full game release (this one will be freeware) will be released in the very near future. You heard it here first... more news soon!
",Team Disaster's first full game release (this one will be freeware) will be released in the near future. You heard it here first... more news soon!,0
"The address esquemanacional-seguridad.wordpress.com cannot be registered. Site names can only contain lowercase letters (a-z) and numbers. But you can sign up and choose another one.
",The address esquemanacional-seguridad.wordpress.com cannot be registered. Site names can only contain lowercase letters (a-z) and numbers. But you can sign up and choose another one.,0
"This men's 14K white gold wedding band features an attractive Stamped Design with polished finishes. This band is 7MM and size 10.5. Available in 1/4 size increments.
",This men's 14K white gold wedding band features an attractive Stamped Design with polished finishes. This band is 7MM and size 10.5. Available in 1/4 size increments.,0
"You can contact Ragnar through the Contact Host button on this page. If you've already booked, go to My travels.
","You can contact Ragnar through the Contact Host button on this page. If you've already booked, go to My travels.",0
"It is a proud day here as the Cape Town Cup trophy is unveiled at a media launch in Cape Town.
",It is a proud day here as the Cape Town Cup trophy is unveiled at a media launch in Cape Town.,0
"Each year ASTA is overwhelmed by the generosity of our presenters who donate their time. This year we had over 200 sessions, full of great energy and information.
","Each year ASTA is overwhelmed by the generosity of our presenters who donate their time. This year we had over 200 sessions, full of energy and information.",0
"Meaning and origin of the Biblical baby name Gideoni. Meaning of Gideoni. What does Gideoni mean? Gideoni origin. Information about Gideoni.
",Meaning and origin of the Biblical baby name Gideoni. Meaning of Gideoni. What does Gideoni mean? Gideoni origin. Information about Gideoni.,0
"‘Eight Steps’ is Coming Soon! But before the release… we want to share with you the movie poster! We hope you guys like it!
",‘Eight Steps’ is Coming Soon! But before the release… we want to share with you the movie poster! We hope you guys like it!,0
"The Harry Potter paperback box set is 50% off at Barnes and Noble today only. It was $86 and now it is $43. Shipping is free.
",The Harry Potter paperback box set is 50% off at Barnes and Noble today only. It was $86 and now it is $43. Shipping is free.,0
"Same height as her mother and almost the same weight. She is five inches taller than me and outweighs me by twenty-six pounds. Wow.
",Same height as her mother and almost the same weight. She is five inches taller than me and outweighs me by twenty-six pounds. Wow.,0
"There will be more products here in the future so look out for that! I am hoping to review a digital SLR.
",There will be more products here in the future so look out for that! I am hoping to review a digital SLR.,0
"This popular manual has been updated and improved to bring it more current with modern earthmoving and trenching equipment, refined excavation techniques, stricter safety rules, and improved materials.
","This popular manual has been updated and improved to bring it more current with modern earthmoving and trenching equipment, refined excavation techniques, stricter safety rules, and improved materials.",0
"In the most beautiful marina of Barcelona, in a perfect enclave is this incredible catamaran, spacious, equipped to the last detail to enjoy on board an unforgettable moment.
","In the most beautiful marina of Barcelona, in a perfect enclave is this incredible catamaran, spacious, equipped to the last detail to enjoy on board an unforgettable moment.",0
"Convert 109 Square meters to Square centimeters (m2 to cm2) with our conversion calculator and conversion tables. To convert 109 m2 to cm2 use direct conversion formula below.
",Convert 109 Square meters to Square centimeters (m2 to cm2) with our conversion calculator and conversion tables. To convert 109 m2 to cm2 use direct conversion formula below.,0
"*Rain or shine! All bands will be playing at the outdoor stage. In the event on inclement weather, bands will move set up inside taproom.
","*Rain or shine! All bands will be playing at the outdoor stage. In the event on inclement weather, bands will move set up inside taproom.",0
"There are no vacancies at present. If you would like to be considered in the future, please email your CV to the email address below.
","There are no vacancies at present. If you would like to be considered in the future, please email your CV to the email address below.",0
"PositiveTheFacts.com is a multi-niche news website covering news in education, science, health, technology, entertainment and financial world. PositiveTheFacts.com is managed and operated by an experienced team.
","PositiveTheFacts.com is a multi-niche news website covering news in education, science, health, technology, entertainment and financial world. PositiveTheFacts.com is managed and operated by an experienced team.",0
"If you have any questions, we’re happy to help. Fill in the contact form and we’ll get back to you.
","If you have any questions, we’re happy to help. Fill in the contact form and we’ll get back to you.",0
"To find out more information about Dr. Leigh Ricketts, please review the contact information below in order speak with Dr. Leigh Ricketts.
","To Dr. Leigh Ricketts, the contact information below in order speak with Dr. Leigh Ricketts.",0
"🎥 @dragonsandrivers x nitty scott, mc #ijustwannarap! had so much fun with this, s/o to the familia. photo by @star_rios #starriosphotography.
","🎥 @dragonsandrivers x nitty scott, mc #ijustwannarap! had so much fun with this, s/o to the familia. photo by @star_rios #starriosphotography.",0
"But they never flew them because Boscombe (and the UK) was covered with the wrong kind of air for them to operate.
",But they never flew them because Boscombe (and the UK) was covered with the wrong kind of air for them to operate.,0
"You can also get Stephen Joseph Lunchboxes for just $8.99 right now on Zulily. Try Using the code: GA9331 tos ave $5 off your $50 Purchase!
",You can also get Stephen Joseph Lunchboxes for just $8.99 right now on Zulily. Try Using the code: GA9331 tos ave $5 off your $50 Purchase!,0
"Welcome to Alexandria, Louisiana! Need a place to stay? Check out these great hotels and restaurants recommended by the Alexandria/Pineville Area Convention Bureau.
","Welcome to Alexandria, Louisiana! Need a place to stay? Check out these hotels and restaurants recommended by the Alexandria/Pineville Area Convention Bureau.",0
"Is slow dancing a thing of the past? Is the ritual of asking for a dance lost forever? That was Neil's question to the listeners of KZN this past Sunday.
",Is slow dancing a thing of the past? Is the ritual of asking for a dance lost forever? That was Neil's question to the listeners of KZN this past Sunday.,0
"Tennesseans are among the more than 2.5 million people expected to participate in the Federal Emergency Management Agency’s Great Central U.S. ShakeOut earthquake drill.
",Tennesseans are among the more than 2.5 million people expected to participate in the Federal Emergency Management Agency’s Central U.S. ShakeOut earthquake drill.,0
"Get the Latest Jobs in Uttarakhand of Architecture. The jobs are regularly posted and updated. Create free profile on ChatpataDun and keep up to date with jobs in Uttarakhand.
",Get the Latest Jobs in Uttarakhand of Architecture. The jobs are regularly posted and updated. Create free profile on ChatpataDun and keep up to date with jobs in Uttarakhand.,0
"My Illustration Friday image for the week! The topic is ""fearless"". Please stay tuned for updates about my picture book in progress, Buglette the Messy Sleeper.
","My Illustration Friday image for the week! The topic is ""fearless"". Please stay tuned for updates about my picture book in progress, Buglette the Messy Sleeper.",0
"You may now join the Pikes peak Historical Society, renew your existing membership, or donate to support PPHS activities on-line.
","You may now join the Pikes peak Historical Society, renew your existing membership, or donate to support PPHS activities on-line.",0
"Do you know this company? Do you have positive or negative experience with PROMENADE M. K., INC.? Rate the company and help other users.
","Do you know this company? Do you have positive or negative experience with PROMENADE M. K., INC.? Rate the company and help other users.",0
"The second annual “Pola” or Fair organized by the Canada Sri Lanka Women’s Assoication will take place in Toronto on July 21, 2012.
","The second annual “Pola” or Fair organized by the Canada Sri Lanka Women’s Assoication will take place in Toronto on July 21, 2012.",0
"Can I upgrade kentico version 8.2 to 11 (latest) directly? Please provide steps to upgrade. Can I upgrade via Kentico Installation Manager?
",Can I upgrade kentico version 8.2 to 11 (latest) directly? Please provide steps to upgrade. Can I upgrade via Kentico Installation Manager?,0
"Don't let it get away. If you want it, you'll need to bid to have a chance at winning it.
","Don't let it get away. If you want it, you'll need to bid to have a chance at winning it.",0
"Right on, Spence-dogg! Keeping fingers crossed I can put them out on a regular schedule. But I’ve got a small stack of ’em tucked away, so I feel pretty good.
","Right on, Spence-dogg! Keeping fingers crossed I can put them out on a regular schedule. But I’ve got a small stack of ’em tucked away, so I feel pretty good.",0
"Annually, Coordinators from Counties and Tribes developing or sustaining children's systems of care meet for a business and networking meeting. Representation is expected from counties and tribes receiving CST funding.
","Annually, Coordinators from Counties and Tribes developing or sustaining children's systems of care meet for a business and networking meeting. Representation is expected from counties and tribes receiving CST funding.",0
"Find the minimum power required to maintain the flow of liquid in a pipe for a pressure drop of 100 kPa.
",Find the minimum power required to maintain the flow of liquid in a pipe for a pressure drop of 100 kPa.,0
"Govt Degree College Narsampet, Narsampet is a Co-Education and located in Narsampet, Andhra Pradesh. The institute was established in the year N/A.
","Govt Degree College Narsampet, Narsampet is a Co-Education and located in Narsampet, Andhra Pradesh. The institute was established in the year N/A.",0
"Given that Grover has always been my favorite muppet... I think we can safely say that this is the greatest video to ever grace the internet.
",Given that Grover has always been my favorite muppet... I think we can safely say that this is the greatest video to ever grace the internet.,0
"Air conditioner repair near me in Miami? There are many Air conditioning repair in Miami Fl, Many of them can promise to fix your AC within 30 minutes.
","Air conditioner repair near me in Miami? There are many Air conditioning repair in Miami Fl, Many of them can promise to fix your AC within 30 minutes.",0
"I was searching for a Property and found this listing (MLS® #1240376). Please send me more information regarding Mm I Gardenia Ct, Suffolk, VA, 23435. Thank you!
","I was searching for a Property and found this listing (MLS® #1240376). Please send me more information regarding Mm I Gardenia Ct, Suffolk, VA, 23435. Thank you!",0
"Here’s it being used in a real environment. Only the names have been changed at the request of their privacy.
",Here’s it being used in a real environment. Only the names have been changed at the request of their privacy.,0
"If you have a busy schedule these easy recipes are perfect for you. We have easy breakfast, lunch and dinner recipes. Plus a ton of easy and delicious dessert recipes!
","If you have a busy schedule these easy recipes are perfect for you. We have easy breakfast, lunch and dinner recipes. Plus a ton of easy and delicious dessert recipes!",0
"The retrospective includes Okamato's best-known movies, from the 1950s to 2002. All films are being screened in Japanese with English subtitles.
","The retrospective includes Okamato's best-known movies, from the 1950s to 2002. All films are being screened in Japanese with English subtitles.",0
"Raccia Customs took 1st Place Cafe Racer with this incredible retro moded1967 Kawasaki W1. You'll find this bike featured in the Calendar Bike Garage.
",Raccia Customs took 1st Place Cafe Racer with this incredible retro moded1967 Kawasaki W1. You'll find this bike featured in the Calendar Bike Garage.,0
"awsome show. great to see the girls enjoying it so much as well. enough potential to fill a bigger venue next time.
",awsome show. to see the girls enjoying it so much as well. enough potential to fill a bigger venue next time.,0
"All our access hatches are easy to use and come with gas struts and a hasp & staple for a padlock option.
",All our access hatches are easy to use and come with gas struts and a hasp & staple for a padlock option.,0
"After you have designed a process model, you can check if it has logic errors; you can also check if the process scripts have syntax errors.
","After you have designed a process model, you can check if it has logic errors; you can also check if the process scripts have syntax errors.",0
"Looking for work? Interested in working in Aurora? We can assist you in identifying a match that works with your skills!
",Looking for work? Interested in working in Aurora? We can assist you in identifying a match that works with your skills!,0
"Both products are specially crafted using only the finest ingredients and our special recipe! Find out more on each of them by clicking the product link below!
",Both products are specially crafted using only the finest ingredients and our special recipe! Find out more on each of them by clicking the product link below!,0
"Episode II: With Brenn. You can hear it here (it’s on iTunes as well). If that doesn’t work, try the TalkShoe page.
","Episode II: With Brenn. You can hear it here (it’s on iTunes as well). If that doesn’t work, try the TalkShoe page.",0
"Customise this graphic with your own colour, text or logo for FREE. Artwork requested via email once the order has been placed.
","Customise this graphic with your own colour, text or logo for FREE. Artwork requested via email once the order has been placed.",0
"Our University thrives on the diversity of its people, both staff and students. We collaborate to provide a transformational teaching experience and deliver research of global significance.
","Our University thrives on the diversity of its people, both staff and students. We collaborate to provide a transformational teaching experience and deliver research of global significance.",0
"It features a large (200 seats) and comfortable dining room. The menu is diverse with particular emphasis on the traditional dishes of the region, including the famous mirandesa steak.
","It features a large (200 seats) and comfortable dining room. The menu is diverse with particular emphasis on the traditional dishes of the region, including the famous mirandesa steak.",0
"Today PN Studios brings you Nerf War: The Valley in First Person Shooter 6. In this Nerf war, PN must travel through a deadly valley and eliminate all hostiles.
","Today PN Studios brings you Nerf War: The Valley in First Person Shooter 6. In this Nerf war, PN must travel through a deadly valley and eliminate all hostiles.",0
"This origami-inspired coin pouch is flawlessly hand-woven from soft nappa leather in the iconic intrecciato weave. The clever design opens to reveal a contrasting-colour interior and a subtle embossed logo.
",This origami-inspired coin pouch is flawlessly hand-woven from soft nappa leather in the iconic intrecciato weave. The clever design opens to reveal a contrasting-colour interior and a subtle embossed logo.,0
"Find information about music online without registration Omen, The (3) all albums in mp3 you can not download a single file or separately.
","Find information about music online without registration Omen, The (3) all albums in mp3 you can not download a single file or separately.",0
"What do you think about water restrictions? We revisit these annually so if you see ways of improving them, please shout.
","What do you think about water restrictions? We revisit these annually so if you see ways of improving them, please shout.",0
"Looking for Structural Engineers in Dubai, UAE? Find the list of best Structural Engineers in Dubai, UAE on our business directory.
","Looking for Structural Engineers in Dubai, UAE? Find the list of best Structural Engineers in Dubai, UAE on our business directory.",0
"Thank you. I'm especially excited about the Eyes quilt because my sister is collaborating again and has sent me sneak peaks of the quilting .
",Thank you. I'm especially excited about the Eyes quilt because my sister is collaborating again and has sent me sneak peaks of the quilting .,0
"The Eco Sensor ES807 is a ceiling mount motion sensor with high frequency (HF) and Microphone dual technology. The combination allows the sensor to detect motion and sound.
",The Eco Sensor ES807 is a ceiling mount motion sensor with high frequency (HF) and Microphone dual technology. The combination allows the sensor to detect motion and sound.,0
". All games and descriptions copyright © to their respective owners. All rights reserved. There are 1219 games played today | There are 5 users online.
",. All games and descriptions copyright © to their respective owners. All rights reserved. There are 1219 games played today | There are 5 users online.,0
"Lakes and Mountains. Jack Ellis is an experienced Canadian Watercolorist. While he has painted a variety of subjects, his specialty is painting scenes from Alberta's Oil and Gas industry.
","Lakes and Mountains. Jack Ellis is an experienced Canadian Watercolorist. While he has painted a variety of subjects, his specialty is painting scenes from Alberta's Oil and Gas industry.",0
"This is a single story craftsman style garage plan built on slab foundation. The floor plan has ample room for 2 cars or would make a great stand-alone workshop.
",This is a single story craftsman style garage plan built on slab foundation. The floor plan has ample room for 2 cars or would make a stand-alone workshop.,0
"jmc advertising and promotions inc. welcomes you. We help companies, big and small, achieve success. Check out all we do.
","jmc advertising and promotions inc. welcomes you. We help companies, big and small, achieve success. Check out all we do.",0
"Palm readers are an excellent attraction at a party! Find palm readers and fortune tellers to intrigue the crowd! Search here for Palm Readers in your local area.
",Palm readers are an excellent attraction at a party! Find palm readers and fortune tellers to intrigue the crowd! Search here for Palm Readers in your local area.,0
"You will have the opportunity to join a Talent Team that is committed to hitting ambitious targets and partners closely with the business to achieve them.
",You will have the opportunity to join a Talent Team that is committed to hitting ambitious targets and partners closely with the business to achieve them.,0
"Share your gamer memories, help others to run the game or comment anything you'd like. If you have trouble to run Adventure Game Toolkit, read the abandonware guide first!
","Share your gamer memories, help others to run the game or comment anything you'd like. If you have trouble to run Adventure Game Toolkit, read the abandonware guide first!",0
"A little kid named Carson gets his wish to be a UPS delivery man for a day granted by the company.
",A little kid named Carson gets his wish to be a UPS delivery man for a day granted by the company.,0
"Neat will be showcasing their Iota rage of Speakers featuring the new Xplorers. See us in Room 454 supporting USA Neat distributor High Fidelity Services.
",Neat will be showcasing their Iota rage of Speakers featuring the new Xplorers. See us in Room 454 supporting USA Neat distributor High Fidelity Services.,0
"The radio fuse is used for the CD player on a 2003 Honda Accord. Toreset the radio pulled the specified fuse out of the fuse box.
",The radio fuse is used for the CD player on a 2003 Honda Accord. Toreset the radio pulled the specified fuse out of the fuse box.,0
"Home Unlabelled Everything has to come to an end. We will never see the better if we choose to stick with our fucked up past.
",Home Unlabelled Everything has to come to an end. We will never see the better if we choose to stick with our fucked up past.,0
"Gives opening times at different voltages - This chart will give you what you should be entering into Megasquirt for opening times and battery correction.
",Gives opening times at different voltages - This chart will give you what you should be entering into Megasquirt for opening times and battery correction.,0
"Our ladies Pajama is sophisticated and elegant, with delicate cream lace work. Going to bed will be that little more luxurious. Available in Aquamarine, Ivory and Salmon.
","Our ladies Pajama is sophisticated and elegant, with delicate cream lace work. Going to bed will be that little more luxurious. Available in Aquamarine, Ivory and Salmon.",0
"This entry was posted in Cricket and tagged bmw, corridor-of-uncertainty, Cricket Blogs, funny, number plates, perth, photo. Bookmark the permalink.
","This entry was posted in Cricket and tagged bmw, corridor-of-uncertainty, Cricket Blogs, funny, number plates, perth, photo. Bookmark the permalink.",0
"Type your e-mail address. We will send you an e-mail about how to reset your password. If you suddenly remember, just log in.
","Type your e-mail address. We will send you an e-mail about how to reset your password. If you suddenly remember, just log in.",0
"If you are transferring away your domain name from AMSAINFORHOST, you need to first disable Privacy Protection and then place a Transfer request at the Registrar of your choice.
","If you are transferring away your domain name from AMSAINFORHOST, you need to first disable Privacy Protection and then place a Transfer request at the Registrar of your choice.",0
"Post your tip on image editing weather its with Photoshop, Gimp, or even MS Paint! You can include your own work, and ask for feedback.
","Post your tip on image editing weather its with Photoshop, Gimp, or even MS Paint! You can include your own work, and ask for feedback.",0
"These glass lampwork beads were handcrafted in China. Because of the handmade nature of these beads, expect some slight imperfections in the size and shape.
","These glass lampwork beads were handcrafted in China. Because of the handmade nature of these beads, expect some slight imperfections in the size and shape.",0
"Have a special request for an inscription or a call from the author? Contact us here. We look forward to hearing from you!
",Have a special request for an inscription or a call from the author? Contact us here. We look forward to hearing from you!,0
"Jay Spiwak is from Beacon Falls, Connecticut and is a student at the University of Connecticut studying Communication Design. He plans to graduate in 2011.
","Jay Spiwak is from Beacon Falls, Connecticut and is a student at the University of Connecticut studying Communication Design. He plans to graduate in 2011.",0
"but only when i try 24/96 or 48. the can't seem to change the preferences and have them stick -- keeps defaulting to 16/44.
",but only when i try 24/96 or 48. the can't seem to change the preferences and have them stick -- keeps defaulting to 16/44.,0
"To find the prime numbers between 40 and 50, inclusive, begin by eliminating all even numbers and multiples of 5.
","To find the prime numbers between 40 and 50, inclusive, begin by eliminating all even numbers and multiples of 5.",0
"These are Adobe Acrobat Files. If you can't open them, please go to the Adobe site to get the Acrobat Reader.
","These are Adobe Acrobat Files. If you can't open them, please go to the Adobe site to get the Acrobat Reader.",0
"What about Ceasefire of the Empires? It's a charity drive for Save The Children and War Child. You see, the charities believes that the future is the children.
","What about Ceasefire of the Empires? It's a charity drive for Save The Children and War Child. You see, the charities believes that the future is the children.",0
"Ink Diva is a freelance comedy and humor writer. Jeni Gunn writes sketch comedy on spec for comedians. Quick turnaround time and free revisions.
",Ink Diva is a freelance comedy and humor writer. Jeni Gunn writes sketch comedy on spec for comedians. Quick turnaround time and free revisions.,0
"The Hidden Vineyard Wedding Barn was the perfect backdrop for a wedding that brought people from all over the world. I'm pumped to get this gallery up :-).
",The Hidden Vineyard Wedding Barn was the perfect backdrop for a wedding that brought people from all over the world. I'm pumped to get this gallery up :-).,0
"Please provide photo's and information regarding your damaged leather, vinyl or upholstery. Choose a method below for a free estimate.
","Please provide photo's and information regarding your damaged leather, vinyl or upholstery. Choose a method below for a free estimate.",0
"We offer Belarusian-made underwear TM Misstyle and Verali. The lines are represented by both large-volume bras and the youth line.
",We offer Belarusian-made underwear TM Misstyle and Verali. The lines are represented by both large-volume bras and the youth line.,0
"Our watercolor blue crab place cards will help your guests find their table in style. 100% original art by artist Michelle Mospens. Perfect for a nautical and beach themed event!
",Our watercolor blue crab place cards will help your guests find their table in style. 100% original art by artist Michelle Mospens. Perfect for a nautical and beach themed event!,0
"Tall Ships Network has announced that Santa Maria Manuela will be taking part in The Tall Ships Races Harlingen 2018.
",Tall Ships Network has announced that Santa Maria Manuela will be taking part in The Tall Ships Races Harlingen 2018.,0
"We are dedicated to providing superior service and products to our clients. Please use the information below to contact us or fill in the contact us form.
",We are dedicated to providing superior service and products to our clients. Please use the information below to contact us or fill in the contact us form.,0
"BELMONT FENCE in Gilmanton is a company that specializes in Lawn Mower Sharpening & Repair. Our records show it was established in New Hampshire.
",BELMONT FENCE in Gilmanton is a company that specializes in Lawn Mower Sharpening & Repair. Our records show it was established in New Hampshire.,0
"Welcome back to Tellwut - the online survey and paid survey website. On Tellwut's online panel you are a valued crowdsource member. Tellwut you think today!
",Welcome back to Tellwut - the online survey and paid survey website. On Tellwut's online panel you are a valued crowdsource member. Tellwut you think today!,0
"Run a search by name for anyone in Underwood, Iowa & get free white pages information instantly. Underwood, Iowa white page directory listings include full name, phone number and address.
","Run a search by name for anyone in Underwood, Iowa & get free white pages information instantly. Underwood, Iowa white page directory listings include full name, phone number and address.",0
"I made a pizza with cauliflower crust last night. I didn’t die. But I wouldn’t want it to be my new normal.
",I made a pizza with cauliflower crust last night. I didn’t die. But I wouldn’t want it to be my new normal.,0
"By giving up and choosing a right profile pict for my Google+, today I have been offered a Google and Youtube customlink (which I could not choose): BehrnagQZadeh.
","By giving up and choosing a right profile pict for my Google+, today I have been offered a Google and Youtube customlink (which I could not choose): BehrnagQZadeh.",0
"But I would like to know if maybe this is a bug. This way I will be prepared to change the code when it will be fixed.
",But I would like to know if maybe this is a bug. This way I will be prepared to change the code when it will be fixed.,0
"Features:This necklace features golden box chain with a cute red cherry pendant charm. Lovely design, good quality. Matching Cherry earrings and cherry bracelet are available.
","Features:This necklace features golden box chain with a cute red cherry pendant charm. Lovely design, good quality. Matching Cherry earrings and cherry bracelet are available.",0
"You will receive a confirmation email of your purchase. The Gift Certificate will be emailed to you within 24 hours of your order.
",You will receive a confirmation email of your purchase. The Gift Certificate will be emailed to you within 24 hours of your order.,0
"Our men gather each Friday at 11:30am for lunch and fellowship. The location varies from week-to-week and is announced via email.
",Our men gather each Friday at 11:30am for lunch and fellowship. The location varies from week-to-week and is announced via email.,0
"Beautiful color combination with Bl exterior over BK interior making this the one to own! Look no further, you have found exactly what you've been looking for.
","Beautiful color combination with Bl exterior over BK interior making this the one to own! Look no further, you have found exactly what you've been looking for.",0
"De Buyer developed the first all-in-one pâté mould featuring sides that fold down completely for an easy release and fastening hinges that cannot be lost.
",De Buyer developed the first all-in-one pâté mould featuring sides that fold down completely for an easy release and fastening hinges that cannot be lost.,0
"This pin is 1.5 inches across at widest points, made with soft enamel and silver colored plating. Comes with a backer card and butterfly clutch.
","This pin is 1.5 inches across at widest points, made with soft enamel and silver colored plating. Comes with a backer card and butterfly clutch.",0
"Clear your schedule for the best day of the year. At participating locations, our first 100 guests will receive a FREE 1/3lb Classic Back Yard Burger. Excited? We are.
","Clear your schedule for the best day of the year. At participating locations, our first 100 guests will receive a FREE 1/3lb Classic Back Yard Burger. Excited? We are.",0
"During our busy summer period don’t leave ordering your child’s uniform late. for schools in Scotland please have your orders in for the 18th July, to avoid disappointment.
","During our busy summer period don’t leave ordering your child’s uniform late. for schools in Scotland please have your orders in for the 18th July, to avoid disappointment.",0
"Review: This is one of the better homemade clips I came across, the girl is into it the guy loves it.
","Review: This is one of the better homemade clips I came across, the girl is into it the guy loves it.",0
"One of our team members will reply and ask for a few more details in order to provide an accurate quote. We look forward to hearing from you!
",One of our team members will reply and ask for a few more details provide an accurate quote. We look forward to hearing from you!,0
"We are happy to inform that a successful Health Awareness program was conducted in the college, Jnana Vikas Institute of Technology on 28.10.2016.
","We are happy to inform that a successful Health Awareness program was conducted in the college, Jnana Vikas Institute of Technology on 28.10.2016.",0
"I was searching for a Property and found this listing (MLS® #NB019633). Please send me more information regarding Lot 3 Lucas St, Penniac, NB, E3A 8X3. Thank you!
","I was searching for a Property and found this listing (MLS® #NB019633). Please send me more information regarding Lot 3 Lucas St, Penniac, NB, E3A 8X3. Thank you!",0
"Be encouraging. Be brilliant. Be you. Each book ends with a mirror! Look for the companion volume, Be Bold, Baby: Michelle Obama.
","Be encouraging. Be brilliant. Be you. Each book ends with a mirror! Look for the companion volume, Be Bold, Baby: Michelle Obama.",0
"I am participating in the Luminate Beta program and need some help. How do I contact Luminate Support about Luminate Beta?
",I am participating in the Luminate Beta program and need some help. How do I contact Luminate Support about Luminate Beta?,0
"These 2 watercolors are done by the same artist, they have a thumb print by the artist, I wonder what this means, if it's someone famous or well known.
","These 2 watercolors are done by the same artist, they have a thumb print by the artist, I wonder what this means, if it's someone famous or well known.",0
